idx,n,w,sw,ln
5928,46,221325957.8043478,7669.1562979075015,15.843663630124428
5726,46,441887036.4347826,9171.455804110028,16.426422130686927
1920,46,210685051.60869566,7433.072300773763,15.838184889690595
8690,46,477681068.32608694,9997.781172524823,16.238951139797557
1925,46,652024996.9565217,9322.767215400469,15.796785607472986
450,46,407855194.4130435,10068.655996373807,16.389507929889998
1897,46,424449168.9347826,8760.835939733675,16.192905914785335
4544,46,45925276.17391305,4346.0296842654925,15.703843331959837
4522,46,70053124.63043478,5544.572452958082,16.210189674892664
675,46,269336593.82608694,8621.78966519969,16.127375094906593
188,46,331017719.6086956,7561.866967648803,16.386773507467204
6204,46,96696786.0,5502.702743894463,16.02611480929841
8390,46,186629076.7173913,7007.286768378408,15.931196203933462
1874,46,255399582.02173913,8365.41030600935,16.256361680458408
691,46,560451491.5217391,12977.221963971813,17.025059434466797
2838,46,117202611.13043478,6092.9278976349715,16.1472948102213
151,46,282692583.54347825,8911.516758787686,16.352038161658474
8746,46,450161971.1086956,9957.070618928336,16.562023846068456
756,46,153260150.82608697,6223.278054925571,15.945365881924218
4643,46,407167715.3913044,8951.038565245562,16.53535398938488
683,46,176405580.0652174,7897.517583514085,16.62989155313862
7279,46,741381560.673913,13757.206515011902,16.852902517145502
3690,46,449324212.23913044,8465.344528000083,15.772682083565435
6194,46,247201602.60869566,9260.606405224982,16.650999449174986
2120,46,702984873.4782609,11445.39153043587,16.70780301005426
8357,46,102960028.08695652,5338.190869240268,15.904333976423347
5703,46,459837264.1956522,9916.144985734541,16.3821432988023
2216,46,596338272.6086956,8854.692041553873,16.027460124782944
8331,46,156372097.39130434,6017.27697783488,15.783665353972026
742,46,257491221.58695653,9325.986277000868,16.66705625020022
8570,46,90957389.06521739,5393.3736381895715,16.067521809758965
3393,46,415369095.15217394,9114.007859821193,16.036408582414314
6296,46,91521307.23913044,4536.268372147166,15.464273761989489
6299,46,353158459.6956522,10088.104057097547,16.351472549765013
8325,46,133955419.41304348,7239.083988204162,16.349556496222952
10374,46,393627559.65217394,9191.48490943037,16.251374114859836
6305,46,352053756.3695652,7362.094892953413,15.916888461046478
642,46,151712387.89130434,6771.54562668056,16.11614837439899
6033,46,300157686.5217391,8572.588984996064,16.506615409688983
8272,46,610062302.6086956,8535.127521870905,15.822687931601372
9018,46,83157321.56521739,5405.174983871129,15.993773274074545
6050,46,715202311.673913,11133.80646166843,16.486556541224065
3510,46,692152130.9782609,12417.738041174884,16.51789142630839
8591,46,494802066.9347826,10925.700154798806,16.638749198419852
1970,46,57461943.56521739,5155.385203361302,15.967368922500263
10296,46,653798650.6521739,10584.690647692076,16.42915015934449
160,46,64685116.63043478,4588.341565512041,15.515533364164654
3480,46,393082399.34782606,8887.438067501156,16.156053879523835
8651,46,147364699.13043478,6114.821239255466,15.913534806025641
149,46,270830979.34782606,9069.963895372159,16.686744498862673
2111,46,409213633.0869565,8295.672767665767,15.931058542294851
680,46,405770831.34782606,8975.847518154913,16.097340774826105
3799,46,351580619.4782609,8284.451927570391,15.96005557743749
8631,46,95045598.76086956,5278.719487329314,15.547294205654808
6280,46,387187708.1956522,8073.571666754471,16.231655963779314
5683,46,89651478.97826087,4898.226016420668,15.61572616588159
5682,46,93673631.7826087,5119.473095356428,15.729090567796424
466,46,125363889.54347827,6729.175976973852,16.380192692931487
786,46,290049586.2826087,8655.652806113449,16.669806503919368
1776,46,698919024.8478261,11685.346366650068,16.53287228799955
3615,46,274367211.8043478,7775.636056122222,15.98572813910114
934,46,474232725.7826087,8786.036623582982,15.825421755804927
7378,46,719989060.7391304,12758.628040275464,16.55404026340906
5237,46,183566058.08695653,7715.6654099296875,16.5008261243623
5012,46,371942297.34782606,10712.39999119336,16.874977322151246
2468,46,429703863.65217394,9292.444579236831,16.523567684080916
6838,46,777080493.6304348,12160.3444440658,16.226867738462488
4060,46,121454374.30434783,5482.800064869168,15.239713181725971
1443,46,325354737.0869565,8605.45898297036,16.27648230665331
5011,46,246879351.10869566,8131.8924518598515,16.52845783301153
7833,46,61525625.13043478,5068.774147857967,16.000411802811865
7001,46,66277987.0,4674.017692080218,15.59098297501173
7000,46,151019918.1956522,5967.393230962497,15.599050625049852
845,46,251303504.47826087,8033.298856066707,16.284413928155114
7632,46,134625611.7826087,6890.916449530808,16.030579249777706
9753,46,333125210.9782609,10201.220114656468,16.475703827715755
7820,46,371697650.2826087,8374.9149502458,16.222439330191673
3146,46,519551595.3695652,10531.251200820483,16.33785631136347
846,46,290313347.4130435,8632.893048398222,16.322737825576112
9750,46,325344794.26086956,9324.934072954757,16.176095209417724
1419,46,221304552.02173913,8051.8810526309735,16.44633722765239
52,46,249050813.76086956,8898.942192536993,16.872165339449683
10054,46,672439558.9347826,9398.998042212752,15.788700053962195
10,46,431657590.3695652,9804.073177945047,16.131627869699155
5241,46,675942381.0217391,11060.00390789054,16.486765190365997
6865,46,387189138.45652175,9237.577830789543,16.65044305940721
4099,46,305746680.1086956,8653.775019677138,16.047291276717363
4100,46,341775817.4130435,9118.265344613921,15.965425732465482
238,46,391146402.82608694,9849.29566819673,16.137721832482484
7182,46,393093666.2173913,9915.344659393062,16.66752732022448
6831,46,648433600.3043479,10399.166214837769,16.52354772956756
9256,46,854105838.3913044,13841.626871163122,16.877969556360714
9376,46,173361514.0,6802.22337387209,16.0278674117421
4001,46,359892398.7826087,9977.102757291022,16.21980619853566
7203,46,128567491.1521739,7000.921696621951,16.32204339841986
9306,46,661782928.826087,11011.309432559729,16.79112085311425
5384,46,704683780.2826087,11047.21841641125,16.392574324979613
3189,46,666160570.9130435,10241.809198927196,16.354804145786577
2790,46,381022750.65217394,9001.761739833855,16.020741533426186
7662,46,95503052.17391305,6173.437467315897,16.256854933975095
4790,46,167383653.45652175,7012.395101088164,16.009724077470857
3168,46,161044234.89130434,7531.173706718316,16.496995974706355
5347,46,134858910.3043478,6576.747648952507,16.204902588060794
6792,46,504942940.9130435,12458.845265110238,17.011552107472944
857,46,231831745.08695653,7884.469262719705,16.275328161526634
2783,46,190026390.13043478,7486.8939370101725,16.400558246953054
3158,46,54742515.347826086,4853.994070757171,15.7979400782235
4033,46,607468735.6304348,9360.902318982451,16.07561913467106
3157,46,300687221.3695652,8845.76639757481,15.91283524203667
4807,46,121586341.43478261,5889.064860797168,15.86426683778642
7877,46,33969955.80434783,4350.755198899461,15.954109241006618
7364,46,397864987.34782606,10909.364197536128,16.7393766674584
5004,46,239132282.0,7371.591281358382,15.990442932535819
9399,46,1183549734.3913043,15900.878575549888,16.757883730506215
1468,46,461397100.4347826,9245.556737337225,16.185304774080702
7859,46,123839362.58695652,5464.264696625191,15.532676065355771
721,46,78024030.86956522,5048.688424222602,15.372543409032613
1401,46,62813987.58695652,5051.584395994412,15.779283155063226
1396,46,318821128.3913044,6574.276478377563,15.887313676615522
4244,46,34886808.41304348,3413.656257537774,15.244472024594396
4202,46,238663280.10869566,6362.945833216001,15.633522557462394
4238,46,548550326.4347826,10953.86027394669,16.2539924203766
11,46,290139596.45652175,7424.245710238833,15.873567195810748
1332,46,368598949.3043478,8011.02917954338,16.032406675797954
5083,46,396848627.3695652,9453.077489037747,16.679803474299504
6981,46,268123150.3478261,8958.347227072232,16.587975480819463
538,46,693764245.9565217,13882.040782733595,17.031234586983448
5048,46,392139967.65217394,7444.947630745268,15.688662599998112
7711,46,238031037.86956522,6654.123492479198,16.058246619955252
1247,46,507348769.8695652,13971.87200993586,17.41973636147327
4400,46,699288137.8913044,9833.862214240684,15.761856990414339
2564,46,134967901.7826087,6988.446747673988,16.281155055318333
5043,46,342362642.5869565,7924.936330611933,16.481833490378655
3047,46,568541764.5,11139.60942186197,16.27068858025195
2574,46,271693235.7173913,9573.541603529315,16.75940882885456
6979,46,289132699.9782609,9710.655200235104,16.721238160842816
10064,46,974187452.4565217,12790.583143791313,16.4693473652514
2765,46,667161185.4130435,13703.84570129607,17.11842427196713
9692,46,141802728.47826087,7038.994639859904,16.27269442495615
567,46,1007894212.5,15488.509017251805,17.204190247020204
4212,46,262318174.36956522,8935.87264127527,16.473261334258243
4213,46,215660572.02173913,5981.13813649463,15.89677654224241
9711,46,97845652.54347827,5458.640503464872,15.816337819847078
10066,46,53387044.63043478,4519.817143647922,15.750362591636083
6968,46,322348730.8043478,8361.309245892586,16.035661544229256
252,46,385898550.8695652,9235.358226954839,16.21383558318057
7733,46,156707033.13043478,6780.616220072547,16.09260271824213
251,46,362408417.0,8346.960468797568,15.992988244463017
10092,46,960521058.9782609,13392.326040505095,16.5711484019344
9472,46,73093837.91304348,5229.875118523955,15.817134341636342
5209,46,399853410.26086956,9418.289238074618,15.933471720168072
6985,46,450553679.54347825,10987.444467108995,16.728906138788073
6913,46,266033713.76086956,7425.846087249781,16.336002186772635
7793,46,191421069.52173913,7310.669737063291,16.256177948426032
4899,46,310675332.8043478,9059.7485372009,16.108788000202047
1376,46,384407928.3695652,8678.606231650692,16.35132388630149
6924,46,955066337.673913,14758.733546633997,17.15330852654064
4242,46,363718075.7173913,7633.229608541215,15.88414000389777
6930,46,193556915.58695653,7562.955265815702,16.200675045077013
9515,46,745596304.9782609,11514.144814130545,16.599307565014055
7782,46,149546175.82608697,7326.028562968623,16.562013408573172
241,46,495858935.9347826,12076.074361269842,16.372950088120483
1364,46,529867225.23913044,10980.72400331706,16.315512425823755
9531,46,688955758.3043479,9938.938648073254,15.638738620600616
9548,46,659101657.4130435,9597.966064565539,15.806447976515688
6940,46,403653168.5869565,9377.781517789614,16.439494191036616
4846,46,620581935.8043479,8728.123674434253,15.629685599478846
7167,46,545619425.673913,12966.414461228433,16.550419738825912
7766,46,135915602.73913044,6350.003091703302,15.788203845772088
10093,46,579497019.5,11739.036733424326,16.46945987907852
6948,46,344292506.9130435,9532.952516920019,16.31117797070124
9591,46,140770155.47826087,5774.748895197522,15.638881507426966
9778,46,924815923.6521739,12343.971254330065,16.511146311076754
9324,46,659594053.7608696,9736.09583607088,16.105610282136734
5401,46,741016180.0652174,12013.33254031537,16.812055759779042
9871,46,275947525.73913044,6479.073920014372,15.585755677089617
2803,46,145609341.97826087,6790.275206118574,16.246124558597863
7116,46,601856976.9130435,11198.478364980287,16.664974015594137
7374,46,164462760.5652174,6967.734879887639,15.992589969219674
544,46,206122189.4347826,7417.065442246274,15.984148786166106
6446,46,132078605.26086956,5671.127778175773,15.686889585583703
5559,46,226802262.95652175,6110.135687949521,15.788464882841916
9874,46,464244857.04347825,10116.903192638674,16.12573137823025
7283,46,44431732.13043478,4253.457599880092,15.58100850317307
4946,46,307437510.9347826,9598.581792489511,16.47408132429488
7450,46,209272499.2173913,7253.743753073022,16.27897428631826
6467,46,991140897.826087,15440.63760844604,16.735109135937947
9873,46,158501316.76086956,6346.009160198264,16.0368914612148
1110,46,379958941.34782606,7777.780449677613,15.720356889085943
1134,46,363255991.76086956,8657.549589153723,16.223974616466567
7122,46,321502160.5869565,7036.359843661727,16.223526106453747
10197,46,153208996.7826087,7675.967844152735,16.675080199150727
8114,46,475855797.5869565,9904.999789009687,16.445697616721187
5521,46,275010598.1086956,10134.352517349904,16.89126222345537
6527,46,625307924.9782609,12747.96527188548,16.43725399229346
9191,46,360022373.82608694,7494.311199227364,15.71725453267006
6733,46,159571052.60869566,6175.173369986174,15.805318163285746
4762,46,188276711.5,6822.398007417971,15.592893416115931
2689,46,67029866.91304348,5212.83100278314,15.950819890772108
100,46,597494820.9130435,8938.184817141751,15.978446201928312
3947,46,111291127.67391305,6446.069529082681,16.20167250329467
5483,46,61960235.5,4694.316717109155,15.720710719750878
9899,46,587228689.5434783,9716.918488706946,15.664975342155154
9148,46,112762007.80434783,4952.182184776329,15.452596548410556
4329,46,151037807.1956522,5738.227085455353,15.721516181076941
1083,46,731000077.2391304,12177.676566011189,16.776944824545307
2941,46,302285786.5,7636.35151182011,16.015183894073147
7401,46,182331925.4347826,7193.838562784223,16.021499064061455
5597,46,300575185.04347825,8637.23669747916,16.393630241259682
9071,46,196637066.58695653,7423.351086091683,16.223624536402323
4356,46,280152298.7826087,9814.906852377406,16.826549341919286
2316,46,384395048.45652175,11378.061382293936,17.011555542667438
122,46,78168045.58695652,5695.003775786145,16.260454976778945
702,46,119479092.5,6547.772006440368,16.22289672646166
1675,46,425439863.9130435,8637.45650321073,16.008581673904864
1061,46,165423766.8043478,6267.167480458483,15.981977017909722
9084,46,155025007.63043478,7350.061640916649,16.400364372297357
2952,46,631159511.4130435,11016.414688521172,16.221051708512103
9086,46,357969702.3913044,8714.56374777093,16.595245296597437
9091,46,350714968.54347825,7674.405218494159,15.954988626152664
5586,46,158105031.3478261,5348.306318814703,15.230276223966795
7419,46,201377671.89130434,7660.943208114064,16.44958214338214
9934,46,381413816.8043478,8293.080226841632,16.08901308644691
6409,46,538425115.2608696,11149.900258317368,16.134310437836586
6423,46,683783474.2826087,8896.668507556258,15.545387923590251
4471,46,325506478.2826087,8090.111233931536,15.875668444084972
1045,46,262550868.04347825,8301.099807917684,15.995288845584563
4466,46,399737221.0869565,9144.063015387715,16.20234724276924
7422,46,493820916.67391306,9740.53802585148,16.28548501661889
1077,46,228271956.91304347,8340.072108331358,16.012539302868934
4933,46,345631043.95652175,7618.716583208386,16.293630092598736
6577,46,663440925.7391304,9259.31853509746,15.894671574246601
4302,46,488117988.84782606,10664.304653282157,16.744093406106014
1584,46,162403201.10869566,7127.554978553293,16.278207873369535
4354,46,109970977.23913044,5551.3155340438725,15.826368488617574
9225,46,1221020215.347826,15605.41561163453,16.344392818191306
4291,46,413244263.7826087,8645.627710231105,16.306095957846335
7125,46,299675949.6304348,7984.7559123822375,16.2929319230463
26,46,681575371.9565217,10902.865651730017,16.54616926767349
492,46,731137673.9565217,12931.403966116795,16.483684259895668
7997,46,616632175.6304348,12188.775243722419,16.476468421933113
7070,46,175290269.8478261,7148.716147053369,16.390838417157887
7991,46,163168981.86956522,5846.714800300536,15.505049989579485
5419,46,855217568.9565217,13019.686393900709,16.545536984000297
4295,46,32534651.56521739,3311.8538166608346,15.093986475911777
4992,46,99047547.2173913,4810.196517303886,15.227772643679526
9781,46,470167929.04347825,10297.050021519692,16.820190671607055
7964,46,222889906.2826087,7254.870545876401,15.741492506813529
3206,46,287879772.7826087,7055.666151638499,15.70093106376375
5407,46,212304880.23913044,7388.491508107826,15.845578824532438
3202,46,514067671.73913044,10725.329118160404,16.508904610700544
2431,46,343533521.67391306,9833.641161027987,16.183341876655117
4995,46,489211484.5,10872.1510779441,16.75387283521664
6627,46,1000969128.4347826,14935.262689695357,17.087548200883063
2674,46,244542994.17391303,6207.578293993823,15.45917507884336
9728,46,108800345.02173913,5206.407024699235,15.471002751371012
1574,46,138917148.2826087,7286.234617689178,16.48957113254673
1570,46,544077098.326087,9979.192056410408,16.14023784328836
961,46,186696299.8478261,7072.915021508272,16.06032196383669
2387,46,888035132.9347826,11443.398741251416,15.802098555227188
6605,46,175275284.45652175,6805.786988430708,16.22436986817533
4448,46,475105025.0,9675.748636659593,16.391838567758597
6992,44,195824430.5909091,8078.644186580676,16.656770628663484
7522,44,134330827.5,6847.657736399357,16.492578741430854
2617,44,351614721.25,7846.496488533254,16.260295206310374
7323,44,302841682.02272725,8565.174779428578,16.105476430328988
633,44,432484062.04545456,10947.382542232031,16.401439999409398
7564,44,510122447.04545456,10122.235392211735,15.581482376234192
7412,44,167088870.70454547,7578.2319019280585,16.40072764831503
7052,44,33962085.86363637,3940.398406108703,15.725124989232812
6156,44,108429127.8409091,6022.335606815078,15.789910092946826
7030,44,61146075.43181818,4823.839127385492,15.753459379952744
7376,44,759443700.0,13724.978442453457,16.750799313998467
7561,44,407397858.8636364,9749.547531584145,16.359757871663337
7045,44,633730500.0681819,11270.396173858184,16.32250592736586
2914,44,819030440.2954545,10963.629352134236,16.287486174261446
7409,44,130659524.52272727,5115.727242478128,15.529695710439977
314,44,99833362.25,5298.71557603153,15.748210907076045
2942,44,235642040.70454547,6816.164285180538,15.706506444006068
7085,44,369957281.70454544,7858.46822879166,16.084237807331498
779,44,509243728.65909094,10067.277968666014,16.043227871917704
2847,44,223988122.13636363,7562.391680659589,15.954426338677125
7517,44,290137155.84090906,7437.751641675081,15.960573461205206
2097,44,513754616.27272725,11094.53922616857,16.336413193839917
2106,44,163546619.4090909,7385.185580665092,15.984217748483086
2096,44,183289523.22727272,7010.477488344654,16.13525909267261
8458,44,323808424.6363636,8291.261106233162,16.023633845122454
3494,44,257870917.88636363,8696.793150419198,16.458424920318535
7011,44,481628924.25,9051.558317956362,15.837146065145605
2678,44,177362348.45454547,6976.877606834495,15.921321161513998
7024,44,240592355.27272728,8498.936089306402,16.520792560113936
7487,44,157689603.77272728,6100.798260792337,15.570999360228308
7322,44,319326800.04545456,10071.507434727611,16.784038918715307
7448,44,121398631.02272727,6764.592267119021,16.215263168454566
7127,44,384575263.59090906,8061.993448527367,16.08535000738026
7437,44,128016199.18181819,6403.713515857741,16.04336032014642
631,44,386769267.65909094,8859.186075821128,16.21994193924206
7367,44,350162118.84090906,9097.98455610132,15.747003391764691
2109,44,270231600.79545456,9009.438257574597,16.161277306283868
2079,44,200177565.04545453,7597.663940742265,16.362094332726045
7005,44,95966123.04545455,5813.059655850081,15.867854386219932
3492,44,163897001.1590909,6271.8357547701735,15.734174865736806
7126,44,62634368.29545455,4946.359608490981,15.915422212397942
7239,44,107730565.63636364,6797.861755730905,16.385784957797537
6172,44,452837932.25,10024.018111486766,16.71772630602271
659,44,1041639138.5909091,14759.862896727554,16.666043617079485
7123,44,302500308.59090906,7433.849566399936,15.790402335386837
353,44,61644632.13636363,4778.112329234237,15.926325680661305
6337,44,36054934.63636363,3540.8012124766346,15.190187634515855
2585,44,880319992.2727273,12430.057585527973,16.735443789695868
6469,44,384640317.0681818,8235.081371689585,16.10230430174981
2882,44,101865672.93181819,5677.014434192027,16.034062158355145
709,44,57138537.15909091,4347.362878053645,15.637211311973505
3283,44,546214565.8409091,10374.42624713493,16.35036688740865
6307,44,110293936.70454545,5553.022059943516,15.736848367748884
6535,44,119683278.36363636,5933.169503399425,15.873880705133326
8063,44,208622195.27272728,6685.741919662191,15.618564994012234
8057,44,141834574.25,6083.233643339833,15.674878008227294
3260,44,632820745.0,12489.587417255661,16.675982804820315
6589,44,184609053.79545453,6799.492674194414,15.881065588023052
8040,44,398025552.27272725,8187.134129030493,16.007926198956266
6604,44,26812522.613636363,3383.30586550977,15.113082295645096
2821,44,314175776.27272725,9707.231118166372,16.57891122954225
6616,44,184613592.97727272,7010.797124349395,16.199068857690182
2392,44,358064551.95454544,8588.163525412332,15.888609516327874
6626,44,455292686.8863636,8936.55269239093,15.782786101405673
8015,44,844828356.25,14987.825739061407,17.04158206845088
3406,44,143675966.88636363,5725.500991113737,15.354732938806354
6633,44,140628047.5,6710.716552860421,16.244701422598983
2399,44,98522483.1590909,5998.768182261215,15.83908692951394
2231,44,442735808.9318182,11094.661739359515,16.68616326910695
8013,44,1637642110.7045455,21256.455302251125,17.741433578907827
2228,44,301067879.65909094,9202.347906854326,16.6501508618184
6676,44,629275253.6363636,8894.277185959267,15.965763151392581
6473,44,173979617.95454547,6500.4928149866355,16.069388544993217
2872,44,32271520.613636363,3656.062261770584,15.254699547113018
2118,44,629408058.5909091,8981.851853602773,16.044633157575785
2347,44,511644918.1363636,13683.11444101897,17.33535894440722
3357,44,459596202.90909094,8898.959682995994,16.131459055228053
2310,44,978479291.3863636,17207.145559121986,16.989604363076044
725,44,457028874.8863636,9000.477013678399,15.978051104171316
8228,44,474654172.02272725,10444.172624364686,16.224138662105528
6384,44,211303703.72727272,7440.399400312205,16.207660996178014
2317,44,175846363.0681818,6620.573631069733,15.910828709173957
8232,44,174668688.0,6872.492114262065,16.1713245930796
6390,44,235610937.9318182,7481.127570069136,16.252484195343794
2810,44,84625727.02272727,5348.9158574383,15.831530758711414
2321,44,493508083.5,11521.132328140484,16.655134939217167
6401,44,695976826.2727273,10192.987392761685,16.352472770444795
3371,44,459680157.45454544,11607.052715999747,16.86493833254529
8158,44,258708200.27272728,7836.190801779758,16.007038178593863
6316,44,737161894.9090909,11546.28447641,16.26168036018012
7222,44,299298638.3181818,8281.506932483766,16.534398423609122
2336,44,940067894.5909091,14500.328229260167,16.856455315428015
8256,44,836437375.9318181,11268.844400623966,16.30225717262672
8156,44,861592507.1136364,13662.486044251214,16.63664984205981
8151,44,975098370.0909091,15647.325060868518,16.677773484778402
7276,44,110774634.45454545,5758.426937221086,15.865291676359577
8145,44,852100115.2954545,13221.90101573238,16.34019714340446
6313,44,701670326.6818181,10939.552355337375,16.591249999434417
733,44,137996892.04545453,6679.806309001232,16.241644755598518
7985,44,1103066500.5,17201.075218124184,17.430086923463435
6688,44,174049457.47727272,5925.057622222997,15.829177433325755
2415,44,437492369.6363636,8687.675297553687,15.642506332889889
6698,44,620839873.6363636,9255.355681533298,16.16069861891485
6215,44,379840602.27272725,8100.82298276908,16.065702751616286
7821,44,175251882.70454547,8038.071638027937,16.685663399930917
754,44,116600601.3409091,6245.23413576103,15.714239341469323
6205,44,261194784.25,9413.26139561452,16.658550103842057
236,44,488120969.59090906,12520.307480869611,16.977862495291777
2814,44,346822745.54545456,9170.009061883862,16.517689105084727
7228,44,145500183.02272728,6755.235671543719,16.00062503924782
2837,44,853990453.0681819,13934.304186680802,17.23763018342368
8398,44,395405403.84090906,8862.405135739122,16.318816268881644
7799,44,509590334.75,10632.164436113393,16.43090212558545
2160,44,520275037.77272725,10785.922926666935,16.167486441468768
3103,44,504185569.04545456,10105.578122203935,16.479036004618045
6203,44,1005287540.9545455,13563.351260533913,16.686527823089254
7778,44,41301767.27272727,3752.6082783692136,15.323549532972875
6183,44,573824231.1590909,12273.342496131996,16.839610346284402
3085,44,195275294.52272728,7021.672781148963,16.169727429572617
6182,44,76543991.75,4135.357213797402,15.045344671677059
2553,44,378344636.1363636,8810.760370625958,16.37130903976377
764,44,292856299.54545456,8309.327033298661,16.288013234300372
2131,44,382129409.45454544,10737.736235764565,16.64882008568952
390,44,518715759.8863636,11261.928505748469,16.993278081856584
6962,44,252370478.77272728,8952.745819262853,16.800026286254848
2121,44,265510993.4318182,8671.311060673595,16.175055581173723
6225,44,804700174.9318181,12459.843457960076,16.77780808246239
2172,44,151383168.6818182,6667.693311143431,16.145554513781605
6848,44,637677089.3409091,9301.386285438144,16.190071140239834
7192,44,120148385.31818181,6480.572009870772,16.188640375329385
7974,44,255946126.8181818,8861.828802543974,16.409955373322017
6269,44,408413763.02272725,8310.44220462193,16.070737861493626
3200,44,86249216.11363636,5027.509636790631,15.464723882427972
6739,44,271996389.59090906,7691.57809500357,15.795335563213081
3193,44,93261826.0,5890.221013620742,16.015609078659676
746,44,344120620.15909094,9851.651302205104,16.65563709032078
3191,44,261046489.3409091,6789.853311145542,15.616563793696615
6772,44,294632569.9318182,8337.952516718009,15.84090392377235
7198,44,228703636.6590909,8434.246013704938,16.622841068416434
8377,44,206132582.75,7828.451096888385,16.1637148629699
7865,44,254279549.52272728,8541.088627071276,16.132817525857934
232,44,415363240.72727275,9584.01177378162,16.800358166612522
7294,44,55833928.15909091,4788.728318816555,15.883686926875486
6233,44,179752468.22727272,6686.05079206267,16.137272067069077
8388,44,203898349.5681818,8021.800888863663,16.322303082552214
690,44,1009349617.9090909,14170.673597386303,16.548864273318845
6841,44,118049318.31818181,5710.717384024268,15.556146493095929
720,44,94249489.9090909,5814.216900627513,15.929224254849851
6230,44,270969087.1136364,9009.345857204211,16.31004526682831
7842,44,783038157.4772727,12669.396101680002,16.30140528777105
6847,44,337630250.6818182,8851.065288636906,16.51017178758775
6229,44,110603354.88636364,5316.623631675811,15.539626957626627
2410,44,402361102.40909094,8996.18006940407,16.56295877726667
3716,44,395026348.09090906,9593.797939471862,16.378518272632366
2854,44,565874043.7954545,10453.635940363603,16.067206432898647
5625,44,367858527.1818182,6959.319625507604,15.413103647954689
9048,44,577753396.6818181,8407.741206065146,16.3530861812556
1192,44,373708736.4318182,10680.899793626175,16.558152392464194
5001,44,462868751.4318182,12210.397834934272,17.03109934430169
5615,44,270372975.5681818,7010.24672592097,15.786133191939916
5616,44,59029278.06818182,5279.562339792531,15.994947385416435
5624,44,419727525.9318182,8080.017708577021,15.605240508181389
3840,44,317279917.65909094,6339.665734480779,15.726872268412354
1204,44,758119509.9545455,13704.53581890433,16.931692212853932
1742,44,143134538.77272728,5814.343693025077,15.89589295054911
5627,44,360797629.40909094,7245.243999269307,15.745266693835932
9775,44,409898871.45454544,10363.71376019182,16.624958924374354
3837,44,136853951.52272728,5399.870206246413,15.761233505069237
9776,44,416954998.90909094,10084.219941504,16.24653055774105
4993,44,48356416.5,4133.328081381195,15.304544116977194
1708,44,89454664.8409091,5381.330181632569,15.766535854874661
1206,44,716665815.5,10229.071409223781,15.823311070665499
4227,44,561870579.4090909,13346.986508437607,16.883242463081135
5024,44,258312561.9090909,8125.5626582055875,16.266719902535748
4230,44,498455673.5681818,10867.888642791477,16.270797527374018
114,44,586810875.4090909,11979.3250098528,16.843304485504706
9096,44,521581215.54545456,11522.174926429261,16.963944107099636
9095,44,139794884.79545453,6359.354137902363,16.096407282074228
9093,44,458152138.0681818,9744.000129336391,16.20301978561481
9085,44,513240787.15909094,11167.132015230414,16.72340511442897
9063,44,377568377.27272725,11486.289974396741,17.003482368400142
1211,44,61985742.84090909,5095.609825320076,15.865114853176772
1237,44,490466467.3636364,10361.421468118535,16.68562118576703
1217,44,171309957.27272728,5885.673648837334,15.477152896779058
9754,44,324296369.29545456,10210.13371293309,16.66874685921452
481,44,508168632.90909094,11044.87003651255,16.451664686170613
9059,44,275287629.02272725,9483.037682886288,16.804146616262212
137,44,168930657.8181818,7485.920538295244,16.297857941413938
1753,44,129339792.36363636,5176.532992874228,15.674896631320621
30,44,217219925.8409091,7541.075355549063,16.109662541612778
9004,44,753386381.4090909,11338.763211381745,16.17904346603913
4938,44,196375365.5681818,8067.777483160101,16.402601867174198
5685,44,97315888.3409091,5097.809392277735,15.793671114711778
9851,44,387139628.47727275,11023.47123034697,16.927821649208724
5696,44,341541597.22727275,9874.70912230827,16.47297631815566
8910,44,191109693.52272728,8028.0502647373305,16.676289182008215
9866,44,695312437.0909091,10249.20676002295,16.52964035076133
5704,44,201100640.02272728,7920.422197333062,16.478929558201028
4328,44,254433939.04545453,8284.979239913646,16.330224673589473
9003,44,902899695.5681819,15639.793628839596,17.546950091468503
4331,44,290743247.02272725,8842.144350530267,16.26763194556801
5725,44,446434284.5,8910.554586181095,16.19865323452552
8882,44,871911723.2272727,14620.418457990489,17.39597954088667
1080,44,336985487.8863636,7442.241188834483,15.840316232380315
520,44,236582323.77272728,8346.197894582676,16.508304805467517
4927,44,224013961.36363637,8875.111989532868,16.612377275153623
1132,44,62800673.04545455,4675.0070486159875,15.613970259001713
9839,44,39324320.5,3773.166028421381,15.32869171561572
5677,44,476496334.6363636,9351.458184641851,16.39762323564277
1136,44,34516155.72727273,4184.764043125625,15.564063146775778
8948,44,810522252.2272727,11425.681357100622,16.446678818251318
18,44,312978757.79545456,9026.125104929546,16.219955295113387
9800,44,755521432.6590909,12487.380241895868,16.747445834105466
9798,44,215617637.5,8480.427877843047,16.68803486290101
3810,44,294510486.29545456,7151.734484230489,15.774505442169026
22,44,33167949.59090909,4269.312326408385,15.91395784765093
1771,44,147342511.54545453,5617.688866155114,15.230858042419943
5642,44,482662349.8636364,10068.06188671848,16.262320216149174
5641,44,224890529.72727272,7889.83312728127,16.217813383394954
5638,44,243248053.04545453,8309.507938374285,16.29318093982284
3826,44,166338282.88636363,6922.325895828018,16.205802203482946
4990,44,370990104.0,9221.795962781785,16.484354581474907
9786,44,657639785.1818181,12333.242003046511,16.796920691792458
9733,44,55686054.25,4916.461662140926,15.940108977809594
